name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"sylhet, bangladesh",2021-07-01,26.5,19.4,24.3,26.5,19.4,24.3,23.3,94.3,62.9,100,75.0,rain,0,0.0,24.1,7.6,177.3,1002.1,97.7,1.3,40.2,3.7,2,,2021-07-01T05:06:38,2021-07-01T18:46:05,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-02,25.8,19.1,24.2,25.8,19.1,24.2,23.4,95.5,1.2,100,8.33,rain,0,0.0,26.6,6.8,172.8,1003.7,97.5,1.5,27.4,2.3,1,,2021-07-02T05:06:59,2021-07-02T18:46:06,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-03,27.5,17.4,24.8,31.9,17.4,25.6,23.8,94.1,35.0,100,16.67,rain,0,0.0,24.8,8.6,136.8,1004.6,98.5,1.3,32.9,2.7,2,,2021-07-03T05:07:20,2021-07-03T18:46:06,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-04,29.7,19.4,25.8,36.4,19.4,27.7,24.2,90.7,11.0,100,4.17,rain,0,0.0,20.2,7.2,132.0,1005.5,87.7,2.8,97.3,8.4,4,,2021-07-04T05:07:43,2021-07-04T18:46:05,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-05,30.7,19.4,26.3,37.8,19.4,28.9,24.4,89.3,10.0,100,12.5,rain,0,0.0,24.5,5.0,120.5,1005.0,92.6,2.3,146.3,12.6,6,,2021-07-05T05:08:05,2021-07-05T18:46:03,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-06,30.5,20.1,26.5,39.1,20.1,29.3,24.8,90.4,8.0,100,8.33,rain,0,0.0,25.9,6.5,142.8,1003.3,95.1,2.0,97.0,8.2,4,,2021-07-06T05:08:29,2021-07-06T18:45:59,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-07,28.9,19.4,25.9,35.5,19.4,28.3,24.6,92.6,39.0,100,8.33,rain,0,0.0,19.8,10.4,109.4,1003.6,96.6,1.9,52.8,4.6,2,,2021-07-07T05:08:53,2021-07-07T18:45:54,0.91,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-08,33.5,19.4,27.4,41.4,19.4,30.6,24.2,83.5,12.0,100,4.17,rain,0,0.0,21.2,5.8,81.3,1004.1,89.6,3.0,164.2,14.3,7,,2021-07-08T05:09:17,2021-07-08T18:45:48,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-09,32.7,20.2,27.4,41.2,20.2,31.8,24.8,86.2,0.2,100,4.17,rain,0,0.0,16.9,4.7,309.3,1002.9,94.7,2.3,105.4,9.1,5,,2021-07-09T05:09:42,2021-07-09T18:45:41,0.97,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-10,31.6,20.2,27.0,39.5,20.2,30.8,25.0,89.1,8.0,100,4.17,rain,0,0.0,19.8,4.7,69.9,1003.1,97.5,2.4,177.7,15.4,7,,2021-07-10T05:10:07,2021-07-10T18:45:33,0.0,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-11,32.7,20.1,27.5,42.0,20.1,32.0,24.8,85.9,0.2,100,4.17,rain,0,0.0,22.7,5.8,306.6,1005.0,92.7,2.4,220.7,19.1,9,,2021-07-11T05:10:32,2021-07-11T18:45:23,0.04,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-12,33.9,24.5,29.1,46.3,24.5,35.2,25.4,80.7,0.2,100,4.17,rain,0,0.0,30.6,8.3,197.4,1004.9,67.0,3.3,239.4,20.7,7,,2021-07-12T05:10:58,2021-07-12T18:45:12,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-13,31.1,20.4,26.8,38.7,20.4,30.0,24.5,87.7,0.5,100,4.17,rain,0,0.0,19.4,5.4,190.6,1006.3,95.5,3.2,129.2,11.3,6,,2021-07-13T05:11:25,2021-07-13T18:45:00,0.11,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-14,30.7,19.7,26.4,37.4,19.7,28.6,24.3,88.3,2.5,100,4.17,rain,0,0.0,23.8,5.8,123.7,1006.7,97.4,2.7,130.9,11.2,5,,2021-07-14T05:11:51,2021-07-14T18:44:46,0.15,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-15,32.2,20.2,26.8,40.0,20.2,29.6,24.0,85.0,0.8,100,25.0,rain,0,0.0,21.6,4.3,82.8,1006.6,93.3,2.7,190.6,16.7,7,,2021-07-15T05:12:18,2021-07-15T18:44:32,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-16,30.7,19.4,26.5,40.1,19.4,29.6,24.7,90.1,46.0,100,8.33,rain,0,0.0,25.2,6.1,128.5,1007.0,96.4,2.5,117.9,9.9,4,,2021-07-16T05:12:45,2021-07-16T18:44:16,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-17,28.8,19.4,25.6,34.9,19.4,27.4,24.2,92.4,9.0,100,4.17,rain,0,0.0,19.4,4.3,93.5,1006.5,97.7,2.3,70.9,6.0,4,,2021-07-17T05:13:12,2021-07-17T18:43:58,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-18,32.1,20.2,26.5,41.3,20.2,29.5,24.4,88.8,37.0,100,8.33,rain,0,0.0,24.1,4.3,86.5,1004.0,97.0,2.6,194.9,16.6,7,,2021-07-18T05:13:40,2021-07-18T18:43:40,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-19,28.9,20.1,25.9,35.7,20.1,28.3,24.7,93.5,22.0,100,12.5,rain,0,0.0,18.0,5.0,131.9,1002.3,99.1,2.0,64.4,5.6,3,,2021-07-19T05:14:08,2021-07-19T18:43:20,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-20,30.8,19.4,26.4,39.7,19.4,29.4,24.7,90.5,44.0,100,4.17,rain,0,0.0,18.7,6.1,140.7,1001.2,94.4,2.4,115.1,9.9,6,,2021-07-20T05:14:35,2021-07-20T18:42:59,0.36,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-21,32.2,21.1,27.1,41.1,21.1,30.7,24.9,87.9,0.9,100,8.33,rain,0,0.0,23.8,6.1,20.2,999.7,94.4,2.6,173.8,15.0,8,,2021-07-21T05:15:03,2021-07-21T18:42:37,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-22,35.5,21.2,28.8,45.6,21.2,33.5,24.8,80.6,0.2,100,4.17,rain,0,0.0,30.2,12.4,92.2,997.8,75.3,3.6,258.8,22.4,9,,2021-07-22T05:15:32,2021-07-22T18:42:13,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2021-07-23,31.1,19.4,26.8,38.9,19.4,30.2,24.4,87.2,5.0,100,8.33,rain,0,0.0,35.6,10.4,81.1,1000.1,91.0,3.4,163.6,14.1,6,,2021-07-23T05:16:00,2021-07-23T18:41:49,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-24,32.1,21.1,27.6,41.8,21.1,31.8,25.0,86.2,10.8,100,83.33,rain,0,0.0,27.7,7.9,72.9,1002.0,81.8,2.3,145.6,12.6,7,,2021-07-24T05:16:28,2021-07-24T18:41:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-25,32.4,20.1,27.1,41.1,20.1,31.1,24.9,88.4,0.3,100,4.17,rain,0,0.0,21.2,6.5,130.9,1001.6,92.8,2.2,130.3,11.2,5,,2021-07-25T05:16:56,2021-07-25T18:40:56,0.54,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-26,33.2,21.2,28.3,41.8,21.2,33.6,25.3,84.3,3.0,100,4.17,rain,0,0.0,20.9,4.3,81.1,998.5,95.0,2.7,174.6,15.0,5,,2021-07-26T05:17:24,2021-07-26T18:40:27,0.57,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-27,34.6,21.4,28.7,44.1,21.4,34.7,25.4,83.2,11.8,100,41.67,rain,0,0.0,40.3,13.0,103.5,996.3,91.7,2.8,231.7,19.9,8,,2021-07-27T05:17:53,2021-07-27T18:39:58,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-28,35.2,22.8,28.2,42.2,22.8,32.9,25.0,83.8,9.0,100,8.33,rain,0,0.0,37.4,10.8,93.9,997.0,92.4,3.6,164.0,14.2,8,,2021-07-28T05:18:21,2021-07-28T18:39:27,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-29,30.9,20.1,27.0,37.6,20.1,30.3,24.0,84.2,8.0,100,8.33,rain,0,0.0,30.2,8.6,60.3,998.6,98.8,2.0,139.8,12.1,4,,2021-07-29T05:18:49,2021-07-29T18:38:55,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-30,30.3,19.1,26.0,36.9,19.1,28.4,23.9,88.9,5.0,100,8.33,rain,0,0.0,23.8,7.9,25.2,1001.6,99.3,2.2,86.9,7.5,5,,2021-07-30T05:19:17,2021-07-30T18:38:22,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-07-31,29.4,20.1,25.8,36.5,20.1,27.6,24.4,92.0,23.6,100,8.33,rain,0,0.0,25.9,7.2,86.3,1003.4,97.8,2.2,100.5,8.5,6,,2021-07-31T05:19:46,2021-07-31T18:37:48,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-01,30.2,20.1,26.2,38.9,20.1,28.8,24.8,91.9,40.0,100,8.33,rain,0,0.0,20.9,7.2,122.9,1001.7,96.6,1.5,92.5,7.9,6,,2021-08-01T05:20:14,2021-08-01T18:37:13,0.76,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-02,29.7,20.4,26.4,36.5,20.4,28.9,24.7,90.7,0.1,100,4.17,rain,0,0.0,24.1,8.6,120.4,1001.7,91.4,2.5,81.4,6.9,3,,2021-08-02T05:20:41,2021-08-02T18:36:37,0.8,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-03,32.1,20.4,27.4,39.1,20.4,30.8,24.6,85.1,0.2,100,4.17,rain,0,0.0,16.6,8.6,133.8,1001.7,92.7,3.2,111.7,9.6,5,,2021-08-03T05:21:09,2021-08-03T18:35:59,0.83,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2021-08-04,34.4,21.2,28.4,44.0,21.2,32.8,24.6,80.5,0.1,100,4.17,rain,0,0.0,30.2,9.1,124.6,1001.9,79.2,4.0,235.8,20.3,8,,2021-08-04T05:21:37,2021-08-04T18:35:20,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2021-08-05,33.8,23.4,28.6,43.3,23.4,34.0,25.1,82.1,2.0,100,4.17,rain,0,0.0,31.0,9.1,125.4,1000.4,53.9,2.8,253.4,21.8,9,,2021-08-05T05:22:05,2021-08-05T18:34:41,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-06,33.8,19.7,27.7,42.3,19.7,32.0,24.5,83.7,8.0,100,8.33,rain,0,0.0,33.8,8.6,140.8,1000.8,64.6,3.2,255.0,22.1,9,,2021-08-06T05:22:32,2021-08-06T18:34:00,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2021-08-07,30.1,20.1,26.0,35.2,20.1,27.9,24.4,91.2,22.0,100,12.5,rain,0,0.0,20.5,16.6,119.9,1004.2,94.5,2.1,55.3,4.7,3,,2021-08-07T05:22:59,2021-08-07T18:33:19,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2021-08-08,30.3,21.0,27.0,38.8,21.0,30.4,25.3,90.6,22.0,100,83.33,rain,0,0.0,22.0,9.0,150.6,1006.5,93.6,3.0,84.8,7.3,4,,2021-08-08T05:23:26,2021-08-08T18:32:36,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-09,31.1,23.2,26.8,40.5,23.2,30.2,25.5,92.9,16.0,100,8.33,rain,0,0.0,25.9,8.6,194.0,1005.9,95.7,2.0,96.9,8.5,5,,2021-08-09T05:23:53,2021-08-09T18:31:52,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-10,31.1,19.5,26.4,40.5,19.5,29.4,24.8,91.4,38.0,100,12.5,rain,0,0.0,30.2,9.0,200.5,1003.3,96.1,1.7,148.3,12.9,7,,2021-08-10T05:24:20,2021-08-10T18:31:07,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-11,32.1,21.1,26.7,43.9,21.1,29.8,25.5,93.0,9.0,100,8.33,rain,0,0.0,27.7,11.5,159.0,1003.8,96.2,2.6,36.3,3.3,2,,2021-08-11T05:24:47,2021-08-11T18:30:22,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-12,31.4,19.7,26.5,42.0,19.7,29.7,24.8,90.4,5.4,100,8.33,rain,0,0.0,29.5,7.6,192.6,1005.7,95.1,2.3,69.0,6.0,5,,2021-08-12T05:25:13,2021-08-12T18:29:35,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-13,28.8,22.6,26.5,35.3,22.6,29.3,25.1,92.4,38.6,100,12.5,rain,0,0.0,29.9,9.4,180.0,1004.2,97.1,1.6,53.9,4.7,3,,2021-08-13T05:25:39,2021-08-13T18:28:48,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-14,28.2,19.2,25.6,34.2,19.2,27.1,24.4,93.1,36.5,100,12.5,rain,0,0.0,28.4,12.6,199.7,1002.6,97.4,1.4,58.6,5.1,3,,2021-08-14T05:26:05,2021-08-14T18:28:00,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-15,29.8,20.7,26.4,38.7,20.7,29.2,25.0,92.2,18.5,100,4.17,rain,0,0.0,19.8,5.4,227.9,1003.7,97.5,2.3,96.1,8.3,4,,2021-08-15T05:26:31,2021-08-15T18:27:10,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-16,28.9,20.1,26.1,35.9,20.1,28.1,24.8,92.9,27.0,100,8.33,rain,0,0.0,14.4,4.3,98.5,1006.3,95.4,2.2,55.0,4.7,2,,2021-08-16T05:26:56,2021-08-16T18:26:20,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-17,29.4,20.1,25.6,36.6,20.1,26.8,24.5,93.4,21.0,100,8.33,rain,0,0.0,21.6,6.1,100.9,1007.6,99.1,1.9,32.4,2.9,1,,2021-08-17T05:27:22,2021-08-17T18:25:30,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-18,28.6,19.9,25.6,33.9,19.9,27.1,24.0,91.0,68.2,100,75.0,rain,0,0.0,27.7,12.2,182.4,1006.3,97.2,2.2,57.2,4.9,3,,2021-08-18T05:27:47,2021-08-18T18:24:38,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-19,29.6,19.4,25.6,35.9,19.4,27.3,23.8,90.2,2.0,100,4.17,rain,0,0.0,25.9,10.8,194.7,1006.6,95.0,2.2,90.5,7.6,4,,2021-08-19T05:28:12,2021-08-19T18:23:45,0.38,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-20,29.9,19.1,25.3,37.1,19.1,26.6,23.5,89.7,0.2,100,4.17,rain,0,0.0,16.6,6.5,71.7,1009.0,96.8,2.5,98.3,8.5,3,,2021-08-20T05:28:37,2021-08-20T18:22:52,0.42,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-21,31.2,19.1,26.2,38.7,19.1,28.6,24.1,88.6,7.0,100,4.17,rain,0,0.0,23.0,9.4,212.3,1009.6,91.9,2.9,183.9,15.9,7,,2021-08-21T05:29:01,2021-08-21T18:21:58,0.46,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-22,32.2,19.7,26.7,40.6,19.7,29.5,24.7,89.1,10.5,100,83.33,rain,0,0.0,32.4,9.0,220.3,1007.6,96.8,2.2,140.2,12.2,7,,2021-08-22T05:29:26,2021-08-22T18:21:04,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-23,30.1,19.7,26.1,38.1,19.7,28.7,24.8,92.3,11.0,100,8.33,rain,0,0.0,31.3,12.2,202.5,1005.6,96.2,2.2,128.0,11.0,5,,2021-08-23T05:29:50,2021-08-23T18:20:08,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-24,29.2,20.1,25.6,37.8,20.1,27.2,24.4,93.4,35.9,100,75.0,rain,0,0.0,25.9,10.4,214.4,1004.7,96.0,2.0,69.5,6.0,2,,2021-08-24T05:30:14,2021-08-24T18:19:12,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-25,28.0,20.1,25.6,34.1,20.1,26.7,24.7,94.6,0.2,100,4.17,rain,0,0.0,24.5,10.4,187.4,1002.6,97.1,1.8,53.4,4.5,2,,2021-08-25T05:30:38,2021-08-25T18:18:16,0.59,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-26,30.4,19.7,25.9,38.7,19.7,28.4,24.5,92.3,50.0,100,12.5,rain,0,0.0,21.2,7.6,133.0,1002.5,97.1,1.7,100.4,8.8,6,,2021-08-26T05:31:01,2021-08-26T18:17:19,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-27,31.5,18.9,26.8,39.9,18.9,29.9,24.7,88.8,30.0,100,12.5,rain,0,0.0,20.5,5.4,36.0,1004.5,94.2,2.2,158.7,13.7,7,,2021-08-27T05:31:25,2021-08-27T18:16:21,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-28,32.7,20.1,27.4,40.6,20.1,30.9,24.2,83.5,4.6,100,33.33,rain,0,0.0,21.6,4.7,64.2,1003.9,91.0,2.7,206.5,17.8,8,,2021-08-28T05:31:48,2021-08-28T18:15:22,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-29,28.5,19.4,25.9,34.8,19.4,28.1,24.5,92.4,18.0,100,66.67,rain,0,0.0,19.4,5.4,53.1,1005.8,95.3,2.4,64.3,5.3,2,,2021-08-29T05:32:11,2021-08-29T18:14:23,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-30,30.4,20.2,26.1,36.7,20.2,27.8,24.4,90.5,42.0,100,4.17,rain,0,0.0,16.6,9.4,51.7,1008.1,97.0,1.8,115.5,9.9,6,,2021-08-30T05:32:34,2021-08-30T18:13:24,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-08-31,32.5,19.1,27.1,40.5,19.1,30.6,24.4,86.0,0.3,100,4.17,rain,0,0.0,18.7,5.8,217.5,1008.8,82.0,3.1,201.1,17.4,7,,2021-08-31T05:32:57,2021-08-31T18:12:24,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-09-01,30.4,18.9,26.2,38.4,18.9,29.1,24.5,90.3,0.8,100,4.17,rain,0,0.0,18.7,3.6,219.0,1008.4,91.3,2.6,149.6,13.0,6,,2021-09-01T05:33:20,2021-09-01T18:11:24,0.81,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-09-02,30.4,19.1,26.4,37.6,19.1,29.0,24.6,90.2,19.0,100,8.33,rain,0,0.0,19.1,4.7,1.4,1006.8,93.4,2.8,123.8,10.8,6,,2021-09-02T05:33:42,2021-09-02T18:10:23,0.85,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-09-03,33.8,19.1,27.5,43.4,19.1,31.3,24.5,84.1,1.0,100,4.17,rain,0,0.0,22.7,5.4,279.7,1004.6,68.9,2.9,232.9,20.1,8,,2021-09-03T05:34:04,2021-09-03T18:09:21,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-09-04,33.4,20.4,27.9,43.2,20.4,33.3,25.5,87.0,25.0,100,4.17,rain,0,0.0,22.0,5.0,98.0,1003.5,83.4,3.1,225.5,19.4,8,,2021-09-04T05:34:27,2021-09-04T18:08:20,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-09-05,33.7,20.1,28.4,44.2,20.1,34.3,25.2,83.4,3.5,100,37.5,rain,0,0.0,24.8,5.0,53.8,1003.4,89.6,2.6,215.5,18.7,8,,2021-09-05T05:34:49,2021-09-05T18:07:18,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-09-06,33.5,19.4,27.4,42.5,19.4,31.2,24.7,86.4,9.0,100,4.17,rain,0,0.0,31.3,9.4,127.6,1006.7,89.4,2.7,208.8,18.0,7,,2021-09-06T05:35:11,2021-09-06T18:06:15,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-09-07,32.6,19.1,26.7,38.7,19.1,29.3,23.9,85.7,9.0,100,8.33,rain,0,0.0,24.5,7.2,1.8,1009.5,89.6,2.9,171.3,14.7,7,,2021-09-07T05:35:33,2021-09-07T18:05:13,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-09-08,31.9,19.4,26.7,40.7,19.4,29.9,24.4,87.6,0.3,100,4.17,rain,0,0.0,22.0,4.7,207.6,1007.8,78.2,3.2,196.9,17.0,7,,2021-09-08T05:35:55,2021-09-08T18:04:09,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-09-09,32.5,19.7,27.2,41.1,19.7,31.2,24.5,86.0,10.0,100,8.33,rain,0,0.0,27.4,5.8,165.8,1005.8,87.8,2.2,222.6,19.4,8,,2021-09-09T05:36:17,2021-09-09T18:03:06,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
"sylhet, bangladesh",2021-09-10,35.5,20.1,28.7,43.4,20.1,33.0,24.4,79.1,3.0,100,8.33,rain,0,0.0,41.0,14.4,67.8,1004.0,80.4,3.5,252.2,21.7,9,,2021-09-10T05:36:38,2021-09-10T18:02:03,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
